Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Price
Tata,Indigo LS,Jaipur,2008,300000,Diesel,First,17.0 kmpl,1405 CC,1.0
Ford,Fiesta Classic,Chennai,2013,123000,Diesel,Second,17.8 kmpl,1399 CC,4.45
Maruti,S-Cross Alpha,Kolkata,2016,45296,Diesel,First,25.1 kmpl,1248 CC,6.99
Maruti,SX4 Zxi,Coimbatore,2008,77325,Petrol,First,15.6 kmpl,1586 CC,3.51
Maruti,Baleno Zeta,Kochi,2018,25858,Petrol,First,21.4 kmpl,1197 CC,7.54
Maruti,Ritz LDi,Bangalore,2016,120000,Diesel,First,23.2 kmpl,1248 CC,3.65
Hyundai,Elantra CRDi,Ahmedabad,2016,22000,Diesel,First,19.5 kmpl,1582 CC,16.0
Chevrolet,Spark 1.0,Kolkata,2012,11000,Petrol,First,16.2 kmpl,995 CC,1.4
Hyundai,i20 1.2,Mumbai,2017,3900,Petrol,First,18.6 kmpl,1197 CC,6.45
Hyundai,Xcent 1.1,Hyderabad,2016,106092,Diesel,First,24.4 kmpl,1120 CC,4.4
Honda,Jazz 1.2,Delhi,2015,27000,Petrol,First,19.0 kmpl,1199 CC,5.95
Honda,Brio S,Ahmedabad,2013,11000,Petrol,First,19.4 kmpl,1198 CC,3.9
Mercedes-Benz,E-Class E250,Coimbatore,2016,39753,Diesel,First,13.0 kmpl,2143 CC,35.28
Tata,Hexa XT,Pune,2017,39800,Diesel,First,17.6 kmpl,2179 CC,14.25
Hyundai,Xcent 1.1,Pune,2017,73000,Diesel,First,24.4 kmpl,1120 CC,4.5
Ford,Ecosport 1.5,Pune,2015,55000,Diesel,First,22.7 kmpl,1498 CC,7.5
Tata,Nano XTA,Coimbatore,2017,18351,Petrol,First,21.9 kmpl,624 CC,3.41
Honda,Brio VX,Pune,2013,45000,Petrol,Second,19.4 kmpl,1198 CC,3.25
Maruti,Ertiga SHVS,Hyderabad,2016,112200,Diesel,First,24.52 kmpl,1248 CC,8.3
Hyundai,i10 Sportz,Bangalore,2010,29000,Petrol,First,20.36 kmpl,1197 CC,3.45
Hyundai,Santro Xing,Hyderabad,2007,57309,Petrol,First,17.0 kmpl,1086 CC,2.1
Mahindra,XUV500 W10,Mumbai,2015,53392,Diesel,First,16.0 kmpl,2179 CC,11.95
Volkswagen,Vento Diesel,Hyderabad,2010,71000,Diesel,First,20.54 kmpl,1598 CC,4.25
Tata,Safari Storme,Hyderabad,2014,93000,Diesel,First,14.0 kmpl,2179 CC,8.25
Honda,Accord 2.4,Hyderabad,2010,119000,Petrol,First,10.2 kmpl,2354 CC,5.95
Maruti,Eeco 7,Coimbatore,2016,42225,Petrol,First,15.1 kmpl,1196 CC,4.3
Maruti,Swift VDI,Ahmedabad,2012,65000,Diesel,First,22.9 kmpl,1248 CC,3.9
Maruti,Baleno Zeta,Pune,2016,27809,Petrol,First,21.4 kmpl,1197 CC,6.41
Mahindra,XUV500 W8,Coimbatore,2015,65100,Diesel,First,15.1 kmpl,2179 CC,8.36
Hyundai,Xcent 1.2,Chennai,2014,51000,Petrol,First,19.1 kmpl,1197 CC,3.85
Mercedes-Benz,New C-Class,Hyderabad,2017,10000,Diesel,First,19.27 kmpl,2143 CC,36.0
Skoda,Superb 1.8,Kolkata,2011,54895,Petrol,First,13.14 kmpl,1798 CC,7.5
Volkswagen,CrossPolo 1.5,Hyderabad,2015,80768,Diesel,First,20.14 kmpl,1498 CC,5.7
Maruti,Ignis 1.2,Kochi,2019,12076,Petrol,First,20.89 kmpl,1197 CC,5.5
Maruti,Swift VDI,Chennai,2016,49000,Diesel,First,25.2 kmpl,1248 CC,5.9
Honda,City i,Mumbai,2015,42366,Petrol,First,17.8 kmpl,1497 CC,7.75
BMW,5 Series,Ahmedabad,2010,68000,Diesel,First,11.5 kmpl,2993 CC,18.0
Skoda,Laura Ambiente,Hyderabad,2008,122397,Diesel,First,17.5 kmpl,1896 CC,4.4
Volkswagen,Polo GT,Coimbatore,2017,50534,Petrol,First,17.21 kmpl,1197 CC,8.27
Renault,Duster 85PS,Ahmedabad,2014,55300,Diesel,First,19.87 kmpl,1461 CC,4.75
Honda,City 1.5,Hyderabad,2008,73095,Petrol,First,16.8 kmpl,1497 CC,3.8
Volkswagen,Vento Diesel,Ahmedabad,2011,51100,Diesel,First,20.54 kmpl,1598 CC,3.4
Hyundai,Grand i10,Pune,2016,13436,Petrol,Second,18.9 kmpl,1197 CC,4.7
Ford,Fiesta 1.4,Pune,2008,76000,Petrol,Second,16.6 kmpl,1388 CC,1.49
Hyundai,Xcent 1.1,Mumbai,2016,63141,Diesel,Second,24.4 kmpl,1120 CC,4.5
Honda,Amaze VX,Hyderabad,2014,74885,Diesel,First,25.8 kmpl,1498 CC,5.4
Honda,City i,Hyderabad,2016,14000,Petrol,First,18.0 kmpl,1497 CC,11.5
Renault,Fluence 1.5,Pune,2012,56000,Diesel,Second,20.4 kmpl,1461 CC,3.5
BMW,5 Series,Ahmedabad,2010,46000,Diesel,First,22.48 kmpl,1995 CC,16.5
Maruti,SX4 ZXI,Mumbai,2012,51800,Petrol,First,15.5 kmpl,1586 CC,3.9
Honda,City ZX,Hyderabad,2007,81000,Petrol,First,16.4 kmpl,1497 CC,3.25
Volkswagen,Ameo 1.2,Kochi,2018,17370,Petrol,First,17.0 kmpl,1198 CC,5.84
Volkswagen,Ameo 1.2,Hyderabad,2016,18456,Petrol,First,17.0 kmpl,1198 CC,5.75
Audi,A4 2.0,Delhi,2010,59000,Diesel,First,16.55 kmpl,1968 CC,10.0
Maruti,Wagon R,Mumbai,2006,141537,Petrol,Second,18.9 kmpl,998 CC,1.05
Hyundai,Verna SX,Delhi,2013,51000,Diesel,First,19.08 kmpl,1582 CC,5.64
Mercedes-Benz,GLC 220d,Coimbatore,2019,29311,Diesel,First,17.9 kmpl,2143 CC,50.97
BMW,3 Series,Mumbai,2016,31000,Diesel,First,21.76 kmpl,1995 CC,29.95
Honda,Mobilio V,Mumbai,2014,80000,Diesel,Second,24.2 kmpl,1498 CC,4.85
Hyundai,Creta 1.6,Hyderabad,2016,33000,Diesel,First,17.01 kmpl,1582 CC,14.5
Honda,City 1.5,Hyderabad,2011,71556,Petrol,First,17.0 kmpl,1497 CC,5.5
Ford,Fiesta 1.4,Bangalore,2011,85000,Diesel,First,17.8 kmpl,1399 CC,3.2
Maruti,Swift Dzire,Chennai,2016,91000,Diesel,First,26.59 kmpl,1248 CC,4.5
Mercedes-Benz,E-Class E250,Coimbatore,2015,73187,Diesel,First,13.0 kmpl,2143 CC,30.72
Chevrolet,Captiva LT,Jaipur,2009,232000,Diesel,First,11.5 kmpl,1991 CC,3.5
Toyota,Innova 2.5,Bangalore,2007,127079,Diesel,First,12.8 kmpl,2494 CC,6.99
Mahindra,Quanto C8,Kochi,2014,58816,Diesel,First,17.21 kmpl,1493 CC,3.45
Honda,City i,Kochi,2015,63818,Petrol,First,17.4 kmpl,1497 CC,6.57
Audi,A4 2.0,Kolkata,2014,40000,Diesel,First,17.11 kmpl,1968 CC,17.5
Volkswagen,Polo Diesel,Delhi,2013,77445,Diesel,First,22.07 kmpl,1199 CC,3.75
Ford,EcoSport 1.5,Pune,2017,14000,Petrol,First,14.8 kmpl,1497 CC,9.99
Toyota,Innova 2.5,Kolkata,2012,85122,Diesel,First,12.99 kmpl,2494 CC,8.2
Honda,City 1.5,Jaipur,2005,123000,Petrol,Third,13.0 kmpl,1493 CC,1.1
Maruti,SX4 Green,Kochi,2015,61000,CNG,First,22.1 km/kg,1586 CC,3.89
Maruti,Alto 800,Chennai,2015,63714,Petrol,First,24.7 kmpl,796 CC,2.45
Mercedes-Benz,M-Class ML,Pune,2009,53000,Diesel,First,8.7 kmpl,2987 CC,13.75
Maruti,Swift Dzire,Kolkata,2017,60000,Diesel,First,26.59 kmpl,1248 CC,3.0
Maruti,Vitara Brezza,Ahmedabad,2017,33000,Diesel,First,24.3 kmpl,1248 CC,9.25
Volvo,S60 D5,Mumbai,2013,31000,Diesel,First,13.2 kmpl,2400 CC,17.65
Toyota,Fortuner 4x2,Delhi,2014,79000,Diesel,First,12.55 kmpl,2982 CC,18.25
Hyundai,i20 Sportz,Kochi,2013,67914,Diesel,First,23.0 kmpl,1396 CC,3.45
Audi,A4 35,Bangalore,2015,58970,Diesel,First,17.11 kmpl,1968 CC,23.75
Nissan,Terrano XV,Mumbai,2013,60000,Diesel,Second,19.64 kmpl,1461 CC,5.45
Maruti,Celerio ZXI,Coimbatore,2017,35225,Petrol,First,23.1 kmpl,998 CC,5.25
Maruti,Esteem Vxi,Delhi,2005,69496,Petrol,First,15.9 kmpl,1298 CC,1.1
Hyundai,i10 Sportz,Delhi,2012,62282,Petrol,First,16.95 kmpl,1197 CC,2.9
BMW,3 Series,Hyderabad,2010,80000,Diesel,First,22.69 kmpl,1995 CC,14.2
Hyundai,Grand i10,Kochi,2018,43698,Petrol,First,18.9 kmpl,1197 CC,5.8
Hyundai,Grand i10,Coimbatore,2017,28052,Petrol,First,18.9 kmpl,1197 CC,7.22
Hyundai,Grand i10,Coimbatore,2016,29091,Petrol,First,18.9 kmpl,1197 CC,4.87
Volkswagen,Polo 1.2,Delhi,2013,63000,Petrol,First,16.47 kmpl,1198 CC,3.3
Honda,City ZX,Hyderabad,2007,91000,Petrol,Second,17.7 kmpl,1497 CC,3.0
Mercedes-Benz,GLA Class,Hyderabad,2014,30000,Diesel,First,17.9 kmpl,2143 CC,26.0
Maruti,Omni 8,Hyderabad,2017,24571,Petrol,First,14.0 kmpl,796 CC,2.9
Hyundai,Verna 1.6,Bangalore,2014,45000,Petrol,First,15.74 kmpl,1591 CC,7.5
Maruti,Alto 800,Hyderabad,2015,24617,Petrol,First,22.74 kmpl,796 CC,2.36
Maruti,Vitara Brezza,Coimbatore,2017,26927,Diesel,First,24.3 kmpl,1248 CC,11.39
Mahindra,XUV500 W8,Kochi,2013,87736,Diesel,First,15.1 kmpl,2179 CC,7.02
Maruti,Vitara Brezza,Delhi,2016,35299,Diesel,First,24.3 kmpl,1248 CC,8.0
Hyundai,i20 1.2,Kochi,2017,51612,Petrol,First,18.6 kmpl,1197 CC,7.11
Mercedes-Benz,E-Class 250,Mumbai,1998,55300,Diesel,First,10.0 kmpl,1796 CC,3.9
Maruti,Alto LXi,Hyderabad,2009,65090,Petrol,First,19.7 kmpl,796 CC,2.15
Honda,Amaze S,Kolkata,2013,40000,Petrol,First,18.0 kmpl,1198 CC,3.25
Land,Rover Range,Kochi,2015,38467,Diesel,First,12.65 kmpl,2993 CC,70.66
Hyundai,Grand i10,Mumbai,2013,71904,Diesel,First,24.0 kmpl,1120 CC,4.61
Honda,Civic 2006-2010,Mumbai,2008,87000,Petrol,First,13.5 kmpl,1799 CC,2.35
Hyundai,Grand i10,Chennai,2014,33000,Diesel,Second,24.0 kmpl,1120 CC,4.05
Maruti,800 AC,Jaipur,2009,22100,Petrol,Second,16.1 kmpl,796 CC,0.8
Toyota,Etios Liva,Hyderabad,2014,59589,Diesel,First,23.59 kmpl,1364 CC,5.6
Hyundai,i20 Magna,Delhi,2015,44000,Diesel,First,22.54 kmpl,1396 CC,5.35
Maruti,Alto K10,Mumbai,2017,12000,Petrol,First,24.07 kmpl,998 CC,3.25
BMW,X1 sDrive20d,Pune,2012,66000,Diesel,Second,17.05 kmpl,1995 CC,11.5
Maruti,Celerio VXI,Pune,2016,38009,Petrol,First,23.1 kmpl,998 CC,4.25
Skoda,Superb Elegance,Mumbai,2009,35000,Petrol,Second,13.7 kmpl,1798 CC,4.45
Mahindra,Xylo E4,Pune,2009,70000,Diesel,First,14.0 kmpl,2498 CC,2.85
Mahindra,XUV500 W8,Delhi,2014,86000,Diesel,First,15.1 kmpl,2179 CC,7.85
Maruti,Swift Dzire,Pune,2016,32000,Petrol,First,19.1 kmpl,1197 CC,5.3
Ford,Ecosport 1.0,Mumbai,2017,15000,Petrol,First,18.88 kmpl,999 CC,8.0
Toyota,Corolla Altis,Coimbatore,2014,69918,Diesel,First,21.43 kmpl,1364 CC,9.43
Hyundai,i20 2015-2017,Pune,2012,39000,Petrol,First,18.5 kmpl,1197 CC,2.75
Renault,Captur 1.5,Mumbai,2018,1011,Diesel,First,20.37 kmpl,1461 CC,13.5
Mercedes-Benz,E-Class 280,Hyderabad,2009,85000,Diesel,First,11.0 kmpl,2987 CC,9.99
Maruti,Baleno RS,Chennai,2017,46663,Petrol,First,21.1 kmpl,998 CC,6.95
Nissan,Sunny 2011-2014,Chennai,2015,27000,Petrol,First,17.97 kmpl,1498 CC,6.75
Hyundai,Grand i10,Chennai,2015,15000,Petrol,First,18.9 kmpl,1197 CC,5.5
Maruti,Ciaz Zeta,Kochi,2018,10575,Petrol,First,21.56 kmpl,1462 CC,9.18
Hyundai,Xcent 1.2,Jaipur,2014,12500,Petrol,First,19.1 kmpl,1197 CC,4.15
Hyundai,Verna 1.6,Ahmedabad,2012,52000,Diesel,First,22.32 kmpl,1582 CC,6.5
Maruti,Wagon R,Kochi,2015,49818,Petrol,First,21.5 kmpl,1197 CC,4.11
Hyundai,Verna CRDi,Hyderabad,2008,90000,Diesel,Second,16.8 kmpl,1493 CC,2.25
Toyota,Etios Liva,Kochi,2015,52207,Petrol,First,17.71 kmpl,1197 CC,4.56
Mahindra,Xylo E4,Pune,2013,167362,Diesel,First,11.68 kmpl,2498 CC,4.0
Toyota,Etios Liva,Coimbatore,2015,49894,Diesel,First,23.59 kmpl,1364 CC,5.27
Mahindra,Thar DI,Kochi,2019,13024,Diesel,First,18.06 kmpl,2523 CC,9.11
Nissan,X-Trail SLX,Pune,2010,128000,Diesel,Second,14.42 kmpl,1995 CC,6.2
Toyota,Innova Crysta,Kochi,2017,26023,Diesel,First,11.36 kmpl,2755 CC,19.97
Hyundai,Creta 1.4,Delhi,2016,42784,Diesel,First,21.38 kmpl,1396 CC,10.17
Maruti,Swift VDI,Pune,2014,115000,Diesel,First,28.4 kmpl,1248 CC,4.5
Hyundai,Verna 1.6,Kochi,2019,30529,Diesel,First,23.9 kmpl,1582 CC,14.28
Maruti,Alto LXi,Kochi,2012,14814,Petrol,Second,19.7 kmpl,796 CC,2.47
Maruti,S Cross,Ahmedabad,2016,58000,Diesel,First,23.65 kmpl,1248 CC,7.9
Hyundai,EON Era,Hyderabad,2011,68128,Petrol,First,21.1 kmpl,814 CC,2.3
Nissan,Terrano XL,Hyderabad,2013,63220,Petrol,First,13.24 kmpl,1598 CC,6.5
Hyundai,EON Era,Hyderabad,2016,30000,Petrol,First,21.1 kmpl,814 CC,3.25
Tata,Zest Quadrajet,Bangalore,2017,27768,Diesel,First,20.65 kmpl,1248 CC,5.85
Mercedes-Benz,E-Class 2009-2013,Hyderabad,2014,53000,Diesel,Second,14.21 kmpl,2143 CC,29.0
Audi,Q5 2.0,Coimbatore,2014,87652,Diesel,Second,14.16 kmpl,1968 CC,25.71
Ford,Fiesta 1.6,Chennai,2008,94873,Petrol,Second,15.3 kmpl,1596 CC,1.85
BMW,3 Series,Mumbai,2015,56000,Diesel,First,18.88 kmpl,1995 CC,22.75
Maruti,Baleno RS,Kochi,2018,18678,Petrol,First,21.1 kmpl,998 CC,8.32
Mercedes-Benz,E-Class 2009-2013,Delhi,2014,30000,Diesel,First,14.21 kmpl,2143 CC,26.0
Ford,Endeavour Hurricane,Mumbai,2012,129000,Diesel,First,12.8 kmpl,2953 CC,7.0
Hyundai,i10 Sportz,Hyderabad,2013,59000,Petrol,First,20.36 kmpl,1197 CC,3.45
Hyundai,Grand i10,Mumbai,2017,13000,Petrol,First,18.9 kmpl,1197 CC,5.15
Honda,Brio S,Kochi,2014,74325,Petrol,First,19.4 kmpl,1198 CC,3.51
Hyundai,i20 Magna,Kolkata,2015,45000,Diesel,First,21.9 kmpl,1396 CC,3.45
Volkswagen,Polo Petrol,Pune,2013,57000,Petrol,First,16.47 kmpl,1198 CC,3.75
Honda,City 1.5,Pune,2001,125943,Petrol,Second,13.0 kmpl,1493 CC,1.45
Skoda,Octavia Ambiente,Delhi,2008,80000,Diesel,First,18.7 kmpl,1896 CC,2.2
Ford,Endeavour 2.5L,Hyderabad,2010,154000,Diesel,First,13.1 kmpl,2499 CC,7.99
Chevrolet,Cruze LTZ,Bangalore,2013,62000,Diesel,Second,18.3 kmpl,1991 CC,6.75
Honda,CR-V AT,Kolkata,2013,27000,Petrol,First,14.0 kmpl,,11.99
Honda,Mobilio V,Kolkata,2014,45000,Diesel,First,24.2 kmpl,1498 CC,5.0
Maruti,Ertiga VDI,Pune,2012,105000,Diesel,Second,20.77 kmpl,1248 CC,5.9
Hyundai,Grand i10,Mumbai,2013,26000,Petrol,First,18.9 kmpl,1197 CC,3.75
Jaguar,XF 3.0,Mumbai,2014,30900,Diesel,First,14.74 kmpl,2993 CC,29.5
Honda,Amaze VX,Chennai,2014,48000,Petrol,First,18.0 kmpl,1198 CC,4.75
Audi,A6 2.7,Pune,2011,112719,Diesel,First,12.4 kmpl,2698 CC,11.5
Hyundai,i20 1.2,Chennai,2017,5000,Petrol,First,18.6 kmpl,1197 CC,6.95
Volkswagen,Ameo 1.2,Mumbai,2016,16000,Petrol,First,17.0 kmpl,1198 CC,5.4
Renault,Fluence 2.0,Jaipur,2011,63000,Petrol,First,13.4 kmpl,1997 CC,4.75
Maruti,Alto K10,Chennai,2011,28300,Petrol,First,24.07 kmpl,998 CC,2.15
Maruti,Alto Std,Jaipur,2005,49000,Petrol,First,19.7 kmpl,796 CC,0.9
Maruti,Wagon R,Kolkata,2016,12501,Petrol,First,20.51 kmpl,998 CC,3.5
Fiat,Linea 1.3,Kochi,2016,56628,Diesel,First,20.4 kmpl,1248 CC,5.85
Maruti,Swift Dzire,Pune,2010,105000,Diesel,First,19.3 kmpl,1248 CC,3.15
Renault,Scala Diesel,Pune,2016,52126,Diesel,First,21.64 kmpl,1461 CC,6.0
Hyundai,i20 Magna,Kolkata,2010,38000,Petrol,First,18.5 kmpl,1197 CC,2.23
Hyundai,Xcent 1.2,Bangalore,2016,50000,Petrol,First,19.1 kmpl,1197 CC,2.5
Maruti,Wagon R,Kochi,2015,50230,Petrol,First,18.9 kmpl,998 CC,3.87
Mahindra,XUV500 W8,Ahmedabad,2014,31000,Diesel,First,15.1 kmpl,2179 CC,9.5
Toyota,Fortuner 4x2,Delhi,2014,79000,Diesel,First,12.55 kmpl,2982 CC,17.75
Renault,Duster 110PS,Delhi,2012,130000,Diesel,First,19.64 kmpl,1461 CC,3.75
Hyundai,Santro Xing,Chennai,2010,115000,Petrol,Second,17.92 kmpl,1086 CC,1.5
Hyundai,Verna 1.6,Pune,2013,41500,Petrol,Second,17.01 kmpl,1591 CC,5.0
BMW,X1 sDrive,Pune,2014,54385,Diesel,Second,15.06 kmpl,1995 CC,17.0
Honda,Civic 2006-2010,Kochi,2011,56361,Petrol,First,12.9 kmpl,1799 CC,4.38
Audi,A6 35,Delhi,2018,22000,Petrol,First,15.26 kmpl,1798 CC,41.5
Maruti,Wagon R,Kolkata,2017,8000,Petrol,First,20.51 kmpl,998 CC,3.0
Maruti,Vitara Brezza,Coimbatore,2018,28741,Diesel,First,24.3 kmpl,1248 CC,11.0
Land,Rover Discovery,Pune,2012,117236,Diesel,Second,11.8 kmpl,2720 CC,14.0
Maruti,Dzire New,Pune,2016,30500,Diesel,First,26.59 kmpl,1248 CC,7.65
Hyundai,Verna VTVT,Kolkata,2018,5000,Petrol,First,17.0 kmpl,1591 CC,8.7
Maruti,Ertiga ZDI,Hyderabad,2016,42000,Diesel,First,25.47 kmpl,1248 CC,9.9
Hyundai,Accent GLE,Mumbai,2010,32773,Petrol,First,13.2 kmpl,1495 CC,2.05
Hyundai,i20 1.2,Kolkata,2016,19008,Petrol,First,17.0 kmpl,1197 CC,5.25
Hyundai,Verna VTVT,Kochi,2012,32542,Petrol,First,17.0 kmpl,1591 CC,5.77
Maruti,Alto LX,Hyderabad,2010,94753,Petrol,First,19.7 kmpl,796 CC,1.95
Mahindra,Scorpio VLX,Ahmedabad,2011,70000,Diesel,Second,12.05 kmpl,2179 CC,7.45
Maruti,Wagon R,Delhi,2012,68347,Petrol,First,18.9 kmpl,998 CC,2.6
Hyundai,i20 1.2,Ahmedabad,2011,72000,Petrol,Second,17.0 kmpl,1197 CC,3.25
Maruti,Ritz VDi,Hyderabad,2010,75014,Diesel,First,21.1 kmpl,1248 CC,3.85
Renault,Koleos 2.0,Delhi,2013,65000,Diesel,Second,13.73 kmpl,1995 CC,7.5
BMW,3 Series,Kochi,2012,55598,Diesel,First,22.69 kmpl,1995 CC,11.5
Honda,Brio V,Pune,2013,50000,Petrol,First,19.4 kmpl,1198 CC,3.25
Hyundai,Sonata GOLD,Chennai,2003,44200,Petrol,Second,11.7 kmpl,1997 CC,1.5
Maruti,Swift Dzire,Jaipur,2014,65000,Diesel,First,19.3 kmpl,1248 CC,5.31
Mahindra,XUV500 W8,Hyderabad,2013,49000,Diesel,First,16.0 kmpl,2179 CC,9.0
Hyundai,i10 Sportz,Kolkata,2016,7200,Petrol,First,19.81 kmpl,1086 CC,3.59
Maruti,Ciaz ZXi,Kochi,2016,43152,Petrol,First,20.73 kmpl,1373 CC,7.35
Toyota,Innova 2.5,Pune,2013,112000,Diesel,First,12.8 kmpl,2494 CC,12.0
Hyundai,Grand i10,Coimbatore,2017,23540,Petrol,First,18.9 kmpl,1197 CC,6.02
Chevrolet,Optra Magnum,Coimbatore,2008,82160,Diesel,First,16.52 kmpl,1991 CC,2.57
Mahindra,Ssangyong Rexton,Pune,2013,57000,Diesel,First,12.83 kmpl,2696 CC,12.45
Mahindra,XUV500 W8,Coimbatore,2015,39335,Diesel,First,15.1 kmpl,2179 CC,12.63
Honda,City i,Bangalore,2014,62000,Petrol,Second,17.4 kmpl,1497 CC,7.75
Ford,Ecosport 1.5,Delhi,2014,60000,Diesel,First,22.7 kmpl,1498 CC,5.5
Hyundai,i20 Sportz,Kolkata,2015,35000,Petrol,First,18.6 kmpl,1197 CC,4.43
Mercedes-Benz,CLA 200,Kochi,2016,32345,Diesel,First,17.9 kmpl,2143 CC,24.51
Hyundai,EON Magna,Ahmedabad,2014,47000,Petrol,First,22.0 kmpl,814 CC,2.65
Maruti,Alto 800,Delhi,2012,65537,CNG,Second,33.44 km/kg,796 CC,2.1
Toyota,Etios G,Delhi,2011,36000,Petrol,First,17.6 kmpl,1496 CC,3.2
Maruti,Swift Dzire,Chennai,2016,75000,Diesel,First,23.4 kmpl,1248 CC,4.25
Maruti,Alto LXi,Kolkata,2008,38000,Petrol,First,19.7 kmpl,796 CC,1.1
Maruti,Celerio ZXI,Chennai,2015,57818,Petrol,First,23.1 kmpl,998 CC,4.3
Ford,Ecosport 1.5,Hyderabad,2015,45000,Diesel,First,22.7 kmpl,1498 CC,8.9
Nissan,Terrano XV,Jaipur,2015,75055,Diesel,First,19.01 kmpl,1461 CC,6.5
Honda,Accord VTi-L,Delhi,2009,65462,Petrol,Third,11.1 kmpl,2354 CC,3.5
Maruti,Swift Ldi,Hyderabad,2008,76206,Diesel,First,17.8 kmpl,1248 CC,4.25
Mahindra,XUV500 AT,Kochi,2018,25948,Diesel,First,16.0 kmpl,2179 CC,16.46
Honda,Jazz 1.2,Mumbai,2016,28500,Petrol,First,18.7 kmpl,1199 CC,5.95
Honda,City i,Mumbai,2015,28004,Petrol,First,17.8 kmpl,1497 CC,7.1
Fiat,Grande Punto,Kolkata,2011,25000,Petrol,Second,15.7 kmpl,1172 CC,1.25
Maruti,Estilo LXI,Kolkata,2010,40000,Petrol,Second,19.5 kmpl,1061 CC,2.5
Maruti,Ertiga ZXI,Pune,2013,82543,Petrol,First,16.02 kmpl,1373 CC,5.5
Nissan,Micra XL,Chennai,2013,30000,Petrol,First,18.44 kmpl,1198 CC,3.25
Honda,City 1.5,Hyderabad,2010,27800,Petrol,First,17.0 kmpl,1497 CC,5.0
Toyota,Etios VX,Coimbatore,2016,33415,Petrol,First,16.78 kmpl,1496 CC,6.58
BMW,3 Series,Mumbai,2013,38000,Diesel,First,18.88 kmpl,1995 CC,19.5
Honda,Jazz 1.2,Kochi,2017,41981,Petrol,First,18.7 kmpl,1199 CC,6.14
Maruti,Dzire VDI,Jaipur,2013,77084,Diesel,First,28.4 kmpl,1248 CC,4.95
Skoda,Rapid 1.6,Hyderabad,2013,71803,Diesel,First,20.5 kmpl,1598 CC,5.75
Mahindra,XUV500 W6,Kolkata,2013,73314,Diesel,First,15.1 kmpl,2179 CC,6.6
Hyundai,Grand i10,Coimbatore,2015,69053,Petrol,First,18.9 kmpl,1197 CC,5.72
Honda,City 1.5,Delhi,2009,79782,Petrol,Second,17.0 kmpl,1497 CC,2.6
Toyota,Innova 2.5,Hyderabad,2010,250000,Diesel,Second,12.8 kmpl,2494 CC,6.5
Mahindra,XUV500 W8,Pune,2011,90000,Diesel,Second,15.1 kmpl,2179 CC,6.1
Maruti,Swift Dzire,Hyderabad,2010,130000,Diesel,First,19.3 kmpl,1248 CC,3.85
Volkswagen,Vento Petrol,Pune,2013,65000,Petrol,Second,15.04 kmpl,1598 CC,4.5
Toyota,Etios GD,Coimbatore,2013,46496,Diesel,First,23.59 kmpl,1364 CC,5.3
Audi,A4 2.0,Bangalore,2013,76000,Diesel,Second,16.55 kmpl,1968 CC,18.25
Maruti,Ertiga LXI,Ahmedabad,2012,28002,Petrol,First,16.02 kmpl,1373 CC,5.75
Toyota,Corolla Altis,Mumbai,2010,63000,CNG,Second,14.53 km/kg,1798 CC,3.35
Maruti,800 AC,Jaipur,2010,70000,Petrol,Second,16.1 kmpl,796 CC,0.9
Honda,City 1.5,Hyderabad,2011,66276,Petrol,First,17.0 kmpl,1497 CC,5.5
Maruti,Swift Dzire,Kolkata,2014,45000,Petrol,First,19.1 kmpl,1197 CC,3.99
Toyota,Camry Hybrid,Delhi,2014,67000,Petrol,First,19.16 kmpl,2494 CC,18.75
Hyundai,Grand i10,Kolkata,2014,43068,Diesel,First,24.0 kmpl,1120 CC,3.5
Toyota,Innova Crysta,Chennai,2016,40000,Diesel,First,11.36 kmpl,2755 CC,16.45
Hyundai,i10 Magna,Coimbatore,2011,50436,Petrol,First,20.36 kmpl,1197 CC,3.65
Hyundai,Grand i10,Bangalore,2014,21000,Petrol,First,18.9 kmpl,1197 CC,5.4
Maruti,Baleno Alpha,Mumbai,2018,2000,Diesel,First,27.39 kmpl,1248 CC,8.7
Skoda,Superb Style,Mumbai,2016,14500,Petrol,First,14.67 kmpl,1798 CC,20.75
Mercedes-Benz,New C-Class,Hyderabad,2010,68782,Diesel,First,14.84 kmpl,2143 CC,12.5
Maruti,Ritz VDi,Kolkata,2011,35888,Diesel,First,21.1 kmpl,1248 CC,1.89
Maruti,Swift Dzire,Kolkata,2015,168205,Diesel,First,23.4 kmpl,1248 CC,4.0
Honda,Civic 2010-2013,Mumbai,2012,47000,Petrol,First,14.8 kmpl,1799 CC,3.95
Maruti,Ertiga SHVS,Hyderabad,2015,93700,Diesel,First,24.52 kmpl,1248 CC,7.85
Hyundai,Elantra CRDi,Kolkata,2014,45000,Diesel,First,22.7 kmpl,1582 CC,7.0
Toyota,Fortuner 4x2,Hyderabad,2016,55547,Diesel,First,12.55 kmpl,2982 CC,24.99
Volkswagen,Polo GT,Delhi,2013,69000,Petrol,First,17.21 kmpl,1197 CC,4.5
Skoda,Octavia Classic,Pune,2005,88000,Diesel,Third,18.7 kmpl,1896 CC,1.25
Volkswagen,Polo 1.5,Delhi,2014,32400,Diesel,First,20.14 kmpl,1498 CC,3.95
Hyundai,Santro Xing,Pune,2012,79000,Petrol,Second,17.92 kmpl,1086 CC,1.6
Hyundai,Accent GLE,Hyderabad,2004,110000,Petrol,First,13.2 kmpl,1495 CC,0.6
